tweets,class,label
Just spent 3 hours reading a psychological study on how to fight insomnia.,irony,1
"Dude in the T had a shirt that said ""uncensored"". It had a naked lady that was censored -_-. Can't tell if or",irony,1
"I'll tell what else is a win-win situation, you wanking into my sink, then me selling the spunk at splott market",irony,1
The people who kill to get a seat on their train journey are the ones who sit in an office for 8 hours a day at work.,irony,1
😂 O Yvet! doing what Have tried to do for years! Destroying !,irony,1
Ive been online trying to get Dismaland tickets since 8.30am..,irony,1
because they are insolvent economy.,irony,1
"Ice Cube - Today Was A Good Day reminds me of so much! bad luck today w/ this song in my head,",irony,1
And shoutout all the geniuses that claim to be pro men's rights who are sharing the picture,irony,1
Ha ha ha. There's a massive teacher shortage. I wonder why?,irony,1
I guess they don't teach in …,irony,1
"I'm sitting here, actually eating Subway right now!",irony,1
those thrilling days of yesteryear ...,irony,1
collin and i just jaywalked across the street on campus,irony,1
Crazy storm powers in and out and REM's end of the world is playing on the radio,irony,1
i do really wanna see that french daft punky movie though,irony,1
How desperate for publicity is Steve Coogan that he has to appear as himself on the lost honour of Christopher Jeffries,irony,1
is so,irony,1
Glad I didn't waste time going to i2pcon to promote ppl who still believe in censorship when it is convenient for them,irony,1
Miller Joyce doesn't care about endangered spiders,irony,1
"Blasting my eardrums with loud music,drinking, talking shit on social media, gaming and thinking 'wow, young people today are shit.'",irony,1
What's crazy about betrayal is only a person you trust or believe in can perform that act.,irony,1
Tigers going for his 80th win on tour chasing Sneads record of 82 in the same tourney snead won 8 times prior.,irony,1
Quotes don't change your life. Habits do.,irony,1
Seen outside every hospital at anytime. Weird to me too! or . Maybe just,irony,1
I'm sick of people getting upset about things that don't really matter,irony,1
When your smartphones auto correct makes you sound like a complete moron.,irony,1
"To the law firm of Shank, don't do your big promo by asking if I'm injured.",irony,1
...put in an awkward position... You mean like they've done to rest of the country for far too long now?,irony,1
Shouldn't have like the most public restrooms? Not here.,irony,1
Says the guy parrotting shit he heard in Sunday school,irony,1
they'll be paraded during the flyby!,irony,1
Dismaland: Ticket and queue misery at Banksy show - Bahaha,irony,1
Procrastinate is a verb? HASHTAG loosing my mind!,irony,1
only two men that ever laid hands on me BOTH had my name tattooed on the same arm BOTH ODD!,irony,1
but the real it will going to be the beginning of end forever and new dynamics. You are blind by your -ve thoughts.,irony,1
"Filed under ""things that make you go hmm,"" : selling drones inside the airport.",irony,1
yeah same here - I was reading a book about Pomo at the time and was still too dense to get it.,irony,1
if I were a tweet shrunken--branded with hashtags-- would you still fave me?,irony,1
Giant chunk of chocolate in my ice cream whilst watching ❤️😂,irony,1
Subway created the 5 dollar ft long anthem 5 years ago and now is serving for 5 yrs for raping 5 year olds..,irony,1
behaves like muftis on separatists...n we know muftis hv connections with thm..does she too?,irony,1
Glad is so up to speed in the tech world!,irony,1
"Urgent message to Luton Town Fans. The away end at HP doesn't have a roof, but don't worry as it looks like a lovely sunny day today",irony,1
the tube strike is about family life & not working many weekends I work every weekend & the day I have family time they're on strike,irony,1
Doing a dissertation has been one of my least favorite experiences about a topic I absolutely love.,irony,1
Irony is a ghostwriting job ad stating 'plagiarism will not be tolerated',irony,1
ISIS Offers Reward for Killing Al Qaeda Leader,irony,1
BLOOD DONT MAKE YOU MY KIN ........... STRANGERS COME THRU BEFORE THOSE PEOPLE WILL,irony,1
"""..and that's gospe!l"" ~ a phrase people utter at the end of a sentence they earnestly want the listener to believe.",irony,1
"Vanessa just called the world's most paranoid, overplaying person. HA!!!",irony,1
Ive never felt more alive than when watching the first five minutes of,irony,1
"wow, so when did the truth get in the way of a good story?",irony,1
"4th place. Missed 3rd by 10 pts. ""Guess the year"" got us yet again.",irony,1
is not lost 4 ! did u know in is located in the house called 'House of Pain'?,irony,1
typical American - thinking they invented everything!,irony,1
Told daughter I prefer to cos I'm a Philistine! She said I don't know enough about it to be a Philistine,irony,1
All is Well painful to watch,irony,1
Picking up lunch blocking what some would call the fire lane,irony,1
"Plot twist: I don't like the song ""Drones"" that 's last album was called after!",irony,1
stop serving beer half way thru a concert sponsored by,irony,1
Karma is a bitch. What say ?,irony,1
all the hackers have done is sent contact details for people who want a quickie to the entire world for free,irony,1
During the week I don't have time to do anything. On the days I'm free and can do whatever I want I'm bored with nothing to do.,irony,1
Not saying I am against Wash. name change but we're so upset over that and not this?,irony,1
"Former 2-term Nashville mayor & TN Gov Bredesen supports Barry; out-of-state superPAC supports Fox. Which is the ""Nashville way?""",irony,1
I just caught myself not giving my child my full attention because I was reading a parenting article online.,irony,1
"of course they are c'mon, really?",irony,1
"coverage but no mention of Trump's all white audience, as they've pointed out at rallies?",irony,1
Every individual is unique... Just like everyone else.,irony,1
"shopping at Dick's Sporting Goods, and the guy checking me out had a boner.",irony,1
"is when you 1. Embrace absurdity 2. Marry a vile zany nicknamed ""the rat"" 3. Tell vile jokes 4. Get dumped for acting like a sadist",irony,1
My alarm has gone off and the first song I hear 'gonna get no sleep!!!' or what!!,irony,1
Can't see a problem. Luke Foley wants ban on property developers and agents being councillors,irony,1
Pete Evans says don't eat chemical laden food but it's OK to have a chemical laden face going by his botoxed duck pouted friend.,irony,1
is for the ill-equipped.,irony,1
In the Apple Store on 5th Avenue... Somehow the wifi seems to work better than anywhere else today with my iPhone,irony,1
I do love it when people give me dating advice when they're single also,irony,1
outnumbered Train attacker has rights violated by US and Brit imperialists. Just waiting for the litigation to start!,irony,1
oh the sweet fecking,irony,1
"And while, (still) dont have their own womens team despite their most successful kit.",irony,1
Stayed up late doing a skillshare on designing your morning routine.,irony,1
Watching the footie with the lads.,irony,1
Anyone else find it that this plunge was also ?,irony,1
"People can't be nice to cyclist , they're too happy. If drivers have to sit in traffic jams, so should they.",irony,1
The richest hindu org BAPS is maintained by Patel community in Gujrat. The same community which is fighting for OBC status LoL ! :),irony,1
"Bob Carr: ""Australia has a moral obligation to kill people who we don't otherwise need to kill""",irony,1
"Ironic. I'm the guy that loves to have fun, and I took the fun out of it.",irony,1
late for YOVASO meeting because mom got a ticket...,irony,1
This One Weird Pic DESTROYS Ayn Rand via pay,irony,1
"A rehabilitation centre with a sign saying ""keep off the grass""",irony,1
Just seen a news item about people drinking too much and it's made me want a drink,irony,1
. You're offended by but your own precious dressed in 'a clothes. Is it not plain?,irony,1
Trying to ring to get support with the shit service they provide but can't get a signal,irony,1
HaHa How appropriate for today’s market churning….,irony,1
"At the data center I was at today... Printed this after new roll was put in, and alarm shut off.",irony,1
trump slamming someone else for the words they use?,irony,1
-gov't crank thanks gov't firefighters for saving house...laments loss of collection,irony,1
Haha wow that RT made me laugh😂😂,irony,1
is lost on the,irony,1
you really need to get that fixed you keep losing your contacts every time I tweet you?,irony,1
"When a Secular Country talks in terms of Hindu, Muslim, Sikh, its a death of Communal-ism.",irony,1
When doctors smoke cigarettes *puff puff page*,irony,1
Breaking a nail while opening a bottle of nail polishes has got to be one of the biggest ironies...,irony,1
A win is a A loss / a fall is / in US,irony,1
Omg my classes this semester are quite interesting.,irony,1
Nothing like from the hypocritical party...,irony,1
The most fakest person in calls someone else a fraud,irony,1
Let's Just Say This Generation has A Lot of Relationship Problems.,irony,1
guy at the dispensary just asked me what I wanted to major in and I said criminal justice & he laughed,irony,1
Cold called 2day & asked 2vote for Nice that he's interested in my vote for him but won't let us vote for local labour in NI,irony,1
with the approved hand 😒👍,irony,1
Haha bro look at my tweets.,irony,1
I didn't know you could get hangover shits before drinking for the night. That'll teach me to hydrate before alcohol.,irony,1
"Jannie Marais didn't want Afrikaans to have a ""lesser place"" than English - -",irony,1
"combats change so ""Chevron, other oil giants are acting as if the end is near.""",irony,1
"You sir, are not qualified for that assignment",irony,1
But no balls.,irony,1
Lol I won't fart in front of my bf but I can pee with the door open around him. 😂,irony,1
our clubs made it to the city you said you were flying us to but never actually did,irony,1
"to hackers ""we are also appealing to you to do the right thing"" by via",irony,1
How ironical is to receive an email confirming you have unsubscribed to a mailing list?,irony,1
I know more about how u think through Twitter,irony,1
Can't help but smirk at the reason. Ppl with SUVs are pretty scared of potholes.,irony,1
That feeling you get when you realize you have four actors/actresess following you out of your 17 total followers.,irony,1
inspiring niggas to stay in school,irony,1
"Harriet Harman, who proposed to exempt MPs expenses from the Freedom of Information Act, tells us she will weed out 'cheats'.",irony,1
. there r 4 lions in the symbol. The fourth pillar couldn't see the fourth lion,irony,1
Did you mention Republic Joe? Oh yes now I can't wait to vote for you!,irony,1
Which is weirdly what your last lay said after fucking you.,irony,1
- actually got sick the weekend before school ...,irony,1
"""people have no talent..."" Perfect 4 the and of life.",irony,1
World Looks to China to Calm Market Rout Its Actions Started The of the markets looking for Communist china,irony,1
hahaha that huge Publix billboard though...,irony,1
""" hey can you remove the 'watch your step sign ' from the trolley bus? People seem to be tripping over it. """,irony,1
On FB you can post a pic of your kid and get 100+ likes (if kid is cute) but if you post a dick pic you get reported,irony,1
THERE IS LITERALLY A BLACK FLY IN MY WHITE CHARDONNAY RIGHT NOW. CC:,irony,1
First day of my first ever proper diet and I get this account follow me...,irony,1
"Yeah what a great world we live in,,giving our money to ppl like kylie instead ones in need.",irony,1
Just been to the Physio,irony,1
"They talk about merit and when someone is actually following the rules, they turn against the one..",irony,1
"Saw my first shirt in the wild, don't think they are hat w/ stickers was meant to be",irony,1
The president who Lois Lerner helped re-elect has labeled Derek Jeter a cheater. Wonder if he thought that through.,irony,1
Oh. Okay. Call me a piece of shit. That's not offensive or could possibly trigger someone; no way.,irony,1
Wait...hold up...did the Steelers really sign Michael Vick on National Dog day yesterday?,irony,1
Jackson was recognized today in front of the school for meeting a 9-week reading goal in 1 week! He got to choose a prize ... a book.,irony,1
When your drivers Ed teacher is missing because he got in an accident,irony,1
I wouldn't let her hang a 1D poster in our room last year. This just went up in my room.,irony,1
just saw the javelin finals. They chatting about 2 failed Kenyan tests as the longest throw of the year happens,irony,1
Was it on,irony,1
tilled Don't give your work away for free is avaliable for free on Amazon,irony,1
"Its amazing that a track like this is not on everybodys'playlist and iranu,abasha is...",irony,1
Ridicoulus considering my great gandfather escaped from spain to be recived by a nearly broke Chile in 1939,irony,1
"Housework while wearing a shirt that says ""I'm 99% sure I'm a princess"" &lt;--",irony,1
could not be said any better,irony,1
". But those plastic boats & synthetic-fiber clothing all made out of fossil fuels are fine, right? meter off-scale",irony,1
Moved to Vegas to get out of the casino business.,irony,1
"""troll""?coming from someone that sends me multiple tweets? much?",irony,1
The places were you dispose of your rubbish have now been recycled. …,irony,1
"gun control advocates swarm like vultures on the bodies to push agenda, looks like only gun grabbers are using excuses",irony,1
"I LOVE how the reaction to this story is ""c'mon, you can't trust a biased organization.""",irony,1
"We, as pray to the Goddess 4 times a day, yet we ask for a son when it comes to progeny.",irony,1
"RuddGillardRudd Govt couldn't make decision on in 6 yrs, but agitating against Ppl Plebiscite",irony,1
I googled to see why keeps crashing. The site I opened to read uses Shockwave Flash so it crashed :/,irony,1
"or a coal fired electrical plant. actually creates MORE ""pollution""",irony,1
"How is this? , an based , reported that , a…",irony,1
Guys Reaction To News That Was Mostly Dudes Talking To Dudes. ...,irony,1
The fastest man in the world got run down by a Segway,irony,1
Just a tad bit ironic the signed Vick on National Dog Day,irony,1
Nothing can make you feel impotent quite like your own kids can.,irony,1
I love a good .,irony,1
I'm finding it that a form I am filling in is asking me 5 times in separate locations whether I suffer from - I do NOW,irony,1
Me & Banksy. @ Dismaland -…,irony,1
The one day in the past five years we are gonna get hit by a hurricane falls on a day that we are already going to be off school,irony,1
"""Dr"" Babar Awan was commenting on in Wasim Badami's program yesterday 😏😏..",irony,1
When you forget that you're an immigrant & you run for president so you deport all the immigrants.,irony,1
"dies for ""alleged"" cigarettes, for ""traffic tickets"" but roams free for ""attempted murder.""",irony,1
"When asked me my ""big"" accomplishment for Jesus, I answered that I had been ""faithful"" to my church and family.",irony,1
annnnd tomorrow I take the bus! mission year forever.,irony,1
That's what makes me such a great guy Zambri,irony,1
I was too hard to deal with He was to weak to deal with me,irony,1
Sad when u can't punch someone with brass knuckles in the face yet u so desperately want to,irony,1
Showing at the 👎🏼,irony,1
so they copy the jargon of leftwing journalism and get called racist...yet othet media doesnt?,irony,1
I'm sure the name is a satire on the state of Indian roads:) # humour,irony,1
"The punk moneywald copied is the same punk demonizing Syria, which means he supports Saudi backs terrorists",irony,1
"Now is calling President Obama an ""ignorant baboon."" & meanwhile black pots & kettles are laughing their asses off.",irony,1
"""How to give good advice about life if you are in pieces.""",irony,1
they are obviously to blame then! Stop voting for the men if you are unhappy.,irony,1
"& all its glory. ""every mainstream media liberal journalist wants to ask"" Poor the will out",irony,1
Happy Facebook anniversary ash5558 🎉🙌🏼😘 …,irony,1
"“: Don't Laugh: A book called ""Why am I afraid to tell you who I am"" lol or what lol”😂😂😂😂😂😂😂👍brilliant",irony,1
"Moses freed the Israelites from slavery, then talked to God who told him to write laws allowing slavery. So believable.",irony,1
"Wow, so twitter should be segregated? Well...wine all you want...thankfully, it's not.",irony,1
"Did Jim Bob Duggar and ever think about how Nike's slogan is actually ""Just Do It""? The irony wasn't lost on the son.",irony,1
Haha :) I'm sure those are send for your personal amusement only! ;),irony,1
"The more the word ""free"" appears on an ingredient list, the more expensive the product.",irony,1
Michael Vick is signed to the PITtsburgh Steelers!,irony,1
Many bank employees are in debt.,irony,1
"ITS LIKE RAIN ON YOUR WEDDING DAY, it's a free ride when you've already paid!!!!",irony,1
The electricity is out in the Tesla conference room,irony,1
is that youre trying to prove through passion,irony,1
I find it quite ironic that the most dangerous thing about weed and cigarettes is getting caught with it.,irony,1
🚩I love how the morons are PRETENDING to be outraged over what said...,irony,1
"severely branded, programmed RT : ...""sternness or severity of manner or attitude.""",irony,1
I need answers on the Equestrian military. ALAS I HAVE DUTY THAT WEEKEND!!,irony,1
"Indonesia is where your creative work is rejected in local media, offered and accepted in overseas, then highly recieved in Indonesia",irony,1
me - you look worried dev - there is no a for my problem me - so what? write your own program dev - are you serious?,irony,1
"A group of teenagers formed a garage band ""Between the Ryan's"" with songs about books they've read. No one in the band is named Ryan.",irony,1
Nicki Minaj thanks her pastor in the same sentence as throwing shade at .,irony,1
"if you don't know when he was born, then how do you know it's not his birthday?",irony,1
we won't he will go Justice spokesman or not ⚡️⚡️✊⚡️⚡️,irony,1
"you do realise that the US is the largest polluter per capita in the 1st world, right?",irony,1
lol at taylor presenting the vanguard award to kanye,irony,1
I wish I could cos I fear the interviewer gonna blv that I will do that in office as well,irony,1
Says a country who dropped nuclear bomb on Japan twice!,irony,1
"Guy gets on the shuttle in an Alaska shirt and says ""It's cold!""",irony,1
MSM spend their lives hangin outta helicopters trying to get the scoop. hit the jackpot and they won't broadcast it.,irony,1
Is it that I just retweeted that??,irony,1
The blue amongst the bleak and gloomy...,irony,1
I really dont understnad people jo angreez banny k chakar may Kutta hi paal lety hain...,irony,1
The referee in the Moseley vs Mayorga CALLED THE FIGHT OFF because it was MAKING PEOPLE LAUGH TOO MUCH!!,irony,1
Top 3 causes of deaths in the U.S. 1 Cardiac 2 Cancer 3 In-hospital medical errors Healthcare could be a MAJOR public health hazard.,irony,1
And they say that truth is stranger than fiction...,irony,1
: don't need Caitlyn Jenner's endorsement ... got Cher & Lady Gaga. It's just too bad what she said.,irony,1
"Hmmm...Vin's ""big announcement"" is tonight. Coincidentally,NESN and the Red Sox fired Don Orsillo this week. Hmmm...",irony,1
"Players and county boards contribute to the problem with appeals when they know they are as ""guilty as sin"".",irony,1
"""This place isn't chic..."" Right when the movie stick.",irony,1
Just got followed by of Instagram. Think they got the wrong guy. Current situation =,irony,1
but get enough sleep and rest so you can work.,irony,1
Does no one notice the similarities between those students killed and the events that happened last year?,irony,1
But they have to install those ugly windmills that are bad for your health.,irony,1
and now she's taking about yawning.,irony,1
Y does my cat need me to carry her downstairs at 4am when she has 4 paws to do so,irony,1
Americans debating on inside the Country while supplying Weapons 2 the Whole World,irony,1
Many crying about The Browns losing Charles Johnson to Minnesota are the same people complaining about Pryor keeping a roster spot.,irony,1
Some of the folks who consistently exhibit selfishness and bitterness are forever posting religious memes.,irony,1
"Every other commercial during the VMAs is about not smoking... Miley; however, says otherwise.",irony,1
"Admittedly, the stress of planning and prepping to yank Gallbladder Hulk may be the reason he's smashing up a storm lately.",irony,1
"why don't the ""music"" awards have music to play the douche bags off the stage?",irony,1
Well That Escalated Quickly,irony,1
LOL there's usually a bit of truth in comedy.,irony,1
This ZIAUDDIN University is Owned by Dr. Asim... And he has been labelled as a terrorist!,irony,1
""": Amber Rose and Blac Chyna twerked their way to the tonight while listening to Future:",irony,1
"But did yall catch that ""police"" presenter for the best ""hip hop"" video 👀.",irony,1
"Almost got run over by the car with the ""black lives matter"" bumper sticker.",irony,1
"Sleepless nights, sleepy days! Oh the irony :D.",irony,1
"On vacay in D.C., and it turns out Trump is already taking over the government.",irony,1
So in 8th grade I was the kid receiving the homework to copy... Now im the kid sending the homework for other people to copy😂,irony,1
"is abandoning Tito, AFTER Francona saved his job? Please take The with you...please.",irony,1
At -- Most license plate?,irony,1
How it started was I will die without you but now being around you kills me,irony,1
. . . Each got way inside our heads.,irony,1
Oedipus is going to hunt down the killer as if it was his own father.litttle does he know how right he is.,irony,1
I was just thinking the same thing.,irony,1
Reservation issue. Family drama murder. Some religious festivals. I don't care - I have unlimited internet.,irony,1
Without crime the Police and Jails and Criminal Courts wouldn't be needed. So those entities need crime to exist.,irony,1
I could have used this photo on my story about flat tires this week,irony,1
"Yesterday I predicted Chelsea will win league, today Crystal Palace kick their ass.",irony,1
How many people have crashed trying to recreate toms driving tweets from parks n recs?,irony,1
was the misspelling intentional? lol,irony,1
Recorded on,irony,1
Love this. Should have just shut your mouth and none ofbthis would have a happened,irony,1
"It's a beautiful night to watch ""The Virgin Suicides"" with the dead. …",irony,1
“: The Illusion of Choice: 90% of US Media Controlled by 6 Corporations I saw this on Twitter.,irony,1
OMG ! I can't believe you're more bitchy than me ! 😱😵 😂😂😂,irony,1
Mmmm businessy stuff but,irony,1
I got food poisoning from a salad,irony,1
LA your irony is exhausting sometimes.,irony,1
Churchill or Robusto or Rothschild? Big decision for in !,irony,1
In retrospect Washington's lucky Shanahan drafted Cousins.,irony,1
A bully always makes sure 2 obfuscate and even praise their victim so as to create a cover just in case of questions,irony,1
"""Guess which number is larger!"" signed integer overflows to negative",irony,1
"Muddy, wet but calm & quite fun takedown at . Headed to for a pint. Hedonism was off.",irony,1
The girls that practically beg for dick tend to be the most judgmental,irony,1
"Only the veterans will get this. But for young rappers, if you ONLY want to rap. You probably shouldn't be a rapper.",irony,1
I don't even know ur name,irony,1
its amazing that someone who made so many movies about people dying has now himself died,irony,1
Giants mad about a pitch but was cool during that balk last night that would've let us go to bed earlier last night lol,irony,1
Guess I'm late to the news. But the ? Really? Maybe they hope to sell lots of shirts.,irony,1
"This morning, as I blissfully overslept & my wife yelled the hell out to wake me up, I wondered why does even rhyme with ?",irony,1
First transfer deadline day that doesn't finish at midnight is the first one that sends me to sleep!,irony,1
"photo for your next ""wheels for falling off"" article :)",irony,1
This day just gets better and better,irony,1
I guess the same type of funny that comes from a violent group saying the police are violent and dangerous.,irony,1
And yet you seek to become a member of the Washington establishment by running for ? or ? You decide,irony,1
What about RG3 to St. Louis?,irony,1
"opponent said I was mean to tell him he drew well, proceeded to message me after the match and talk about how awesome their deck was",irony,1
Fed up with switch over to BBC1 to watch Flog It followed by Pointless,irony,1
"£35 Million for Alexis, £35Million for Martial? OUCH! Some people laugh at clubs wasting money then beg to do the same!",irony,1
I can just hear the complaints to 2moro. It was a fuckin disgrace the language Joe. - a fuckin disgrace,irony,1
"Sperm donor anonymity removed as a result of ECHR, fewer humans created as a result.",irony,1
OFF-THE-GRID(ish) || 🛀🏼 🛀🏼 🛀🏼 || Repost ||,irony,1
"Yes, that's right! How could we have forgotten Labor Day in all our discussion about jobs?!",irony,1
"Painting blue skies and tsunami oceans @ Edinburgh Gardens, Austin, Texas",irony,1
Such that can't see the parallels between there and,irony,1
"Rita to of all people ; ""Do you think people don't actually know that they can't sing?"" 😂",irony,1
Irony is when u develop a job portal as ur Final year project..and u and ur group fellows are still jobless.,irony,1
Kanyes work out plan!,irony,1
29% of voters believe was born in US. 40% of GOP voters believe was.,irony,1
isn't it don't ya think? 💈,irony,1
"Fred Jackson lead the Bills in rushing last couple seasons, they sign Shady McCoy and now he's cut.",irony,1
I'm someone who believes in collectivism & democratic process yet I'm a homeowner & systems administrator/designer/enforcer…,irony,1
Hey it's kinda funny that Kyle Kendrick and Shelby Miller almost have the same record... Also kind of sad. Lol.,irony,1
The best way to feel better after is to do some more okay then,irony,1
Take that dick-tionary! You don't know shit,irony,1
Handfasting cord completed! Each of the colors have special meaning.,irony,1
"should I tag just to be that ""one guy"" who tags someone when they kinda mention the company and/or etc??",irony,1
🌸Current Mood🌸 …,irony,1
"""Seriously, a show about aliens invading the U.S.? Who watches this crap?"" -me, right after watching",irony,1
"and the Harry money / the cup runs, plus we got more for Curry than was reported at the time",irony,1
I could ask myself why I am loading the dishwasher while Joe is reading Andrea Dworkin.,irony,1
Being so tired that you can't sleep.,irony,1
But Dr. these were made to protect the heart!,irony,1
"Wonder how's the players motivation rite now. Knowing how we started the season, AW hopes an uninspiring transfer can inspire them?",irony,1
"""Technological has merely provided us with more efficient means for going backwards"" Aldous Huxley",irony,1
are they taking the piss having cloke in the TAC add? Hasn't he repeatedly lost his license?,irony,1
Not all those who wander are lost... Like here I can see my parents up ahead of me 😂 …,irony,1
Cruz's Dad Has Some Words For The Birthers: You're Wrong About My Son .,irony,1
Just now in my Twitter feed,irony,1
I wonder why most people keep on dreaming Financial Freedom yet always refuses to learn Financial Literacy.,irony,1
"In fact, themes in trilogy at odds w/ a big corporation steamrolling in & denigrating a UNESCO heritage site 2/3",irony,1
Nowt like a mobile mast to ruin a view,irony,1
I am back home at wycombe. Reunited with my laptop after a month of it being broken and a second month of me being in Scotland.,irony,1
Irony is watching someone drove down the streets of San Francisco in a Prius blowing cigarette smoke into the air 🌺,irony,1
When you can't make an appt at the genius bar to fix your keypad bc you can't type in the pw to make the appt.,irony,1
Just choked on a Life Saver,irony,1
gets the attack lines in early. given the hug a husky/green crap continuum Dave is trapped in.,irony,1
Ppl who didn't get a cab today because of the strike rode Uber and Ola. Wondering what's the motive here,irony,1
Google's new logo is a white hand erasing history then rewriting it.,irony,1
Does anyone get the point?,irony,1
"Muslims cry out against ""guilty till proven innocent' treatment...only to do the same to Muslims when given a chance!",irony,1
Interesting choice of words 'fair is fair' when describing someone's punishment for cheating.,irony,1
"I retweeted this with a (sarcastic) . Within 5 minutes, it was favorited by a 'Bama fan.",irony,1
...and drive us towards and !,irony,1
I'd visit the page but it wont load,irony,1
"the PS has attracted increase interest in federal Indian policy, but ""treatment by scholars has not been comprehensive""",irony,1
Used at Saturday. Stupid simple to use. Had trouble closing out though. Did it the way.,irony,1
Power goes out in the Engineering Building. Hmmm.,irony,1
. but maybe not. I think the piece is very biased,irony,1
Niggaz hate on McDonald's when they was just Lovin It,irony,1
What if the social media around is too distracting it actually makes me fail my PhD,irony,1
The Irony is that Dave's pub is on School Road!! But bans kids!!,irony,1
brady punished for not cooperating an NFL punished for not cooperating with Brady!,irony,1
Ordered pizza and got a 2-liter.,irony,1
You don't know what you're missing. Am laughing at your dirty hands profile picture.,irony,1
but someone's a hater.,irony,1
some people are straight europhile utopian zombies get over it! ;-),irony,1
": ""They strip me from defending myself. I offer to hear their thoughts. No takers. Irony""",irony,1
in a tent enduring biblical rain storms as we discuss big data for climate and weather applications,irony,1
"A film about a man standing up to the NFL, wont stand up to the NFL",irony,1
not to mention she's been married 4 times!! What does religion say about that??,irony,1
"Right wing hatred of Hillary, a moderate, may lead to the nomination and ultimate victory of Sanders, a socialist.",irony,1
been crucified. I told her that he would have been killed by the same group - the religious folks.,irony,1
'Little John He's has gone Out to see the world alone Staff and hat Look at that He's one happy cat But his Mommy cries a lot...',irony,1
"Just about everything in NPRM should be subject to ongoing evaluation to determine effects, but alas...",irony,1
died thousand deaths,irony,1
"Condom ads provoke for Rape, while agarbatti ads wont provoke for prayers.. only in India...",irony,1
"Will proudly slap the DP of ""home girl"" while claiming the crown of faminista's , definitely needs a revolt",irony,1
Overheard today: I have been married 4 times because I really believe in marriage,irony,1
"""The History Shall Never Be Forgotten"", eh? RT",irony,1
"When will we learn the importance of it all..... Chelsea ties up with Wipro in digital, fan engagement drive",irony,1
"Bumped into the at the office park cafeteria, that my ex ex boyfriend cheated on me with. On 'our' dog's birthday.",irony,1
"last text i received before i broke my phone was from my mom saying ""stay in touch""",irony,1
OF LIFE! (strange but true...) 1. The lawyer hopes you get in trouble 2. The doctor hopes you get sick 3....,irony,1
The devil is feared more in the church,irony,1
My local fire station is finally being demolished. A year after it was gutted by a fire!,irony,1
The hypocrisy of and her ilk is ruining my faith in bigots.,irony,1
"Thank you for that report, that quote was just flat out insane. I appreciate but man, that one hurt.",irony,1
"You know, for someone who produces porn for a living, you sure do come off as a little too judgemental.",irony,1
Ladies First but Ladies never text first 😆 😂😝,irony,1
"So funny to me when I see ""unfollow..."" & ""block this person"" on TWITTER",irony,1
You think Spurrier is happy finding another running back?,irony,1
but you tolerate a genocide of a ppl.,irony,1
There is a fire sale on Dalal Street with a 20% discount & all shoppers are running away 4 their lives.,irony,1
"encouraging, well that's my kind of fangirling 😉😉 Bet the was ""awful""",irony,1
"Q to panel. ""Adopt a Framework like HITRUST"". Why not ISO27001? Isn't there an Anthem director on HITRUST board?",irony,1
Friend found a receipt for a keg in his professional responsibility book,irony,1
Yall would tweet all the shit Yall hate about a girl..... But basically trynna describe the girl Yall bf love 😳,irony,1
"Neon trees, neon lights",irony,1
Always something that stems from nothing.,irony,1
Me at the moment.,irony,1
The becomes the,irony,1
Mother and her friend discussing life ... H* …,irony,1
She's a stripper. Sure seems like she depends on a man to come in and throw dollars at her.,irony,1
Help yourself by helping others,irony,1
":The is actually IS a threat to marriage&Jesus SPECIFICALLY condemned it(NEITHER true of , )",irony,1
and a lot of in 's new,irony,1
New production of CATS starring Jesus and his disciples,irony,1
Why is this country called the United States when you can't even get the political parties to unite?,irony,1
Labour out of their wormholes to take a pop at Cameron's migrant policy. The same reason they lost the last general election to him.,irony,1
have this stuck in my head while I'm working away ..,irony,1
3 min into his debut,irony,1
"of life: the lawyer hopes you get into trouble, the doctor hopes you get sick, the police hopes you… —",irony,1
A$ trys to end bullying how is that they continue to bully and exploit the autistic community,irony,1
Good thing I bought that t-shirt this weekend,irony,1
"""Do they understand really what happened in the Gold Cup? Some of them absolutely do and a lot of people don’t.""",irony,1
So people can get paid for refusing to work because they want to be paid more.,irony,1
I can't wait for Kim Davis to come out of jail and apply for a marriage license with her cell mate.,irony,1
Getting tattooed today. I'm scared momma! Tattoos hurt. People who get them are so stupid. Why am I doing this?,irony,1
Why is anybody listening to ?,irony,1
". , & other establishment GOP should stop selling out America.",irony,1
ooooh that immigrant looks violent!...,irony,1
asked me to update my email preferences but I'm getting a server error. Then again my site is currently busted...,irony,1
"Cough, fever and headache..",irony,1
Sam on the job sorting an amazing array of fluoro Mapp socks on the map,irony,1
Looks like this one was hit by an Avalanche instead of an iceberg.,irony,1
I'm genuinely putting off reading a book that mum wants me to read on procrastination. Cliché but true.,irony,1
"I'm saying this because I love you, you are an uneducated dumb fuck. And i hope my hurtful words make you smarter",irony,1
this coming from someone who believes in a god invented 2000 years ago to scare morals into you.,irony,1
Good for him. All the death threats against him and his family exhibit the stupidity of the public.,irony,1
"We live in a society where most of the cars that we drive costs more or less 40k, but the handbags are 15k a piece.",irony,1
😂😂😂😂 . Tried not to laugh.,irony,1
"""Fast in My Car"" started playing while I'm stuck in standstill traffic.",irony,1
"Talksport commentator reels off the Georgia team news no problem then stutters on ""Matt Richie""",irony,1
A commercial for your show was just followed by a commercial for ! 👌🏻,irony,1
